LU,YR_BUILT,GROSS_TAX
RL,0,39929
R2,1915,506498
R2,1915,547476
R2,1910,576191
R2,1915,565606
R2,1915,607421
R2,1915,524419
R2,1915,513520
R1,1950,497696
RL,0,19912
R2,1915,567702
R2,1915,598094
R2,1915,590968
R2,1915,598408
R2,1915,574619
R2,1915,555336
R2,1915,607526
R2,1915,688956
R4,1955,663384
RC,1900,542419
R2,1915,531441
R2,1915,499896
R1,1952,363971
R1,1930,370782
R2,1945,529660
R2,1945,553973
R1,1932,341334
R1,1925,366695
R3,1915,613080
R2,1915,626600
R2,1915,530707
R1,1915,334522
C,1940,836640
R3,1900,777302
E,0,0
R3,1930,622722
R2,1910,575824
R2,1900,474534
RL,0,55439
R3,1900,598932
R1,1910,258961
R1,1910,257284
R2,1910,467199
R3,1910,545065
R2,1900,539511
R3,1920,464788
R2,1900,517922
R1,1986,366486
R2,1920,480613
R2,1998,573990
RL,0,40453
RL,0,13205
RL,0,65605
CM,1920,0
CD,2012,457243
CD,2012,457243
R2,1985,536087
R2,1985,554078
R2,1970,626390
R1,1987,410712
R2,1984,601657
RL,0,154056
RL,0,40348
CM,1999,0
CD,1986,261686
CD,1986,232656
R2,1975,671140
R2,1982,668520
R1,1980,407568
R2,1978,604801
R1,1974,291554
R1,1960,530184
R2,1969,524571
R1,1967,408301
R1,1963,388180
R2,1960,520437
R2,1960,547685
R2,1964,673969
R1,1960,506289
R2,1965,556593
E,0,0
I,,738360
CL,0,103824
RC,1920,2541048
C,1940,3676680
R2,1910,329386
RL,0,36680
R2,1910,678999
I,1910,1000440
R4,1910,1009224
RC,1920,1011408
C,1925,1552320
RL,0,85726
R3,1920,576190
CM,1900,0
C,1928,249480
CD,1900,275414
CD,1900,296794
CD,1900,298156
C,1935,472500
C,1935,472500
R3,1920,631420
R1,1945,483128
R4,1907,857264
CM,1910,0
CD,1910,367220
CD,1910,366696
CD,1910,318487
R3,1907,598198
R3,1900,637080
CM,1920,0
CD,1920,299624
CD,1920,307274
CD,1920,371307
CD,1920,405472
R3,1900,639175
R3,1900,649656
R3,1915,588767
R3,1900,678685
R4,1920,621464
R3,1910,619054
R3,1918,595369
R3,1918,636451
R3,1918,502307
R3,1918,579020
R3,1912,572837
R3,1918,501259
R3,1910,656048
CM,1999,0
CD,1960,205932
CD,1960,205932
CD,1960,179208
CD,1960,109097
CD,1960,251730
CD,1960,251730
CD,1960,212324
CD,1960,213268
CD,1960,251730
CD,1960,251730
CD,1960,220394
CD,1960,213268
CD,1960,251730
CD,1960,251730
CD,1960,212324
CD,1960,213268
R3,1905,576610
R3,1910,766507
R3,1910,597570
R2,1910,478622
R3,1919,807694
R3,1910,602810
R3,1910,627333
R3,1915,652904
CM,1910,0
CD,2016,401804
CD,2016,455461
CD,2016,464264
CM,2000,0
CC,0,551880
CC,0,531720
CD,2000,328024
CD,2000,332321
CD,2000,328024
CD,2000,338085
CD,2000,370678
CD,2000,370678
RC,1940,1239542
C,1920,403200
RC,1919,782443
RC,1925,1658067
C,1992,1207080
C,1922,1038240
RC,1920,2257293
R4,1910,688012
R2,1920,461330
CL,0,266868
RL,0,44435
RC,1920,1053777
C,1922,786240
R4,1925,872984
C,1965,3700620
C,1960,8402940
C,1925,1328040
R3,1900,723330
R3,1914,568750
CM,1999,0
CD,1900,170824
CD,1900,287152
CD,1900,288724
CD,1900,293021
R3,1900,564558
R3,1900,603962
R3,1900,570531
R3,1900,511424
R3,1900,632468
R3,1910,583841
RC,1920,1466447
C,1920,1096200
C,1899,1863540
C,1920,400680
RC,1900,700324
C,1920,374220
R3,1900,509433
R3,1900,601972
R3,1900,524210
R3,1900,570112
R3,1900,601238
R3,1900,566025
R3,1914,572103
CM,2005,0
CD,2005,405786
CD,2006,393734
CD,2006,434501
E,1980,0
C,2005,51118200
C,1975,46480140
CL,0,526176
C,1984,1964340
CL,0,3861900
C,1986,9536940
CL,0,21680820
C,1980,6627600
C,1980,9327780
C,1980,7930440
C,1980,7930440
C,1962,4978260
C,1900,2797200
R2,1900,509328
CL,,29484
R2,1900,493189
R2,1900,408510
R2,1900,418571
A,1910,1048524
R4,1899,984072
RL,0,171243
R2,1900,660554
RL,0,70740
CM,1900,0
CD,1900,385140
CD,1900,348356
CD,1900,348355
R2,1900,476106
R3,1900,525048
R3,1900,550829
E,1900,0
E,1900,0
R3,1915,690947
R2,1900,473277
R3,1920,736849
R2,1923,368582
R3,1920,534375
R2,1900,520752
R1,1900,323832
E,0,0
R1,1900,396040
R2,2004,673445
R2,1910,511634
R2,1900,515302
R3,1900,603775
R3,1900,603775
R1,1953,474640
R4,1910,746176
R2,1900,527983
R1,1900,358626
R1,1910,302348
R3,1916,549886
R3,1890,443723
R1,1910,429471
R2,1900,415847
R1,1910,363761
R2,1900,502097
C,1912,374220
R1,1900,416056
R1,1900,311361
R1,1940,325614
R2,1900,472543
R3,1900,699330
R1,1917,422554
RL,0,53029
R2,1930,467094
R3,1900,551877
R3,1900,532070
CM,1900,0
CD,1900,383882
CD,1900,367534
CD,1900,374556
R3,1900,602600
R3,1900,710440
R3,1900,882730
R4,1899,745128
R3,1900,570741
R2,1900,453260
R4,1910,418152
R4,1910,418152
R2,1910,470343
C,1910,1057140
CL,0,127008
R4,1899,704780
R4,1910,557012
R3,1889,534271
R3,1910,644520
R3,1910,568959
R1,1959,339238
R3,1900,624923
R3,1915,529450
R1,1995,418676
R2,1910,574199
R1,1950,290191
R2,1906,462692
R2,1920,519179
CL,0,126504
CL,0,6552
C,1900,1000440
R2,1947,479251
RL,0,3458
R2,1910,418257
RL,0,141480
R1,1999,550515
CM,1999,0
CD,1986,333893
CD,1986,333893
CD,1986,333893
CD,1986,333893
CD,1986,333893
CD,1986,333893
RL,0,147768
R2,1900,464893
R3,1918,752674
R3,1910,611613
R1,1915,933244
R1,2011,498115
R1,2011,497696
R1,2006,518551
R1,2006,519389
R1,2015,674179
R1,2015,646406
R1,2015,622931
R1,2015,609307
R3,1900,673235
E,0,0
R2,1900,504612
R1,1943,442256
E,1899,0
E,0,0
R2,1930,845108
R3,1910,519074
R1,1920,434606
R3,1928,571999
R3,1928,524734
R2,1920,595264
R1,1950,487740
E,1899,0
E,0,0
R2,1938,752884
R3,1915,780760
R1,1989,311885
R1,1960,346574
R1,1934,504298
R1,1960,486692
R1,1920,485538
R2,1965,548104
R1,1965,499896
R1,1940,343954
R1,1885,403900
RL,0,62356
R1,1968,426536
R2,1960,525886
RL,0,2620
R1,1963,547371
R2,2016,538777
CM,2007,0
CM,2007,0
CM,2007,0
CD,2007,449592
CD,2007,433767
CD,2007,444143
CD,2007,437540
CD,2007,442885
CD,2007,442780
CD,2007,484386
CD,2007,476002
CD,2007,489312
CD,2007,480823
CD,2007,439636
CD,2007,427689
R3,1910,544436
CM,1999,0
E,1988,0
E,1988,0
E,1988,0
E,1988,0
E,1988,0
E,1988,0
R1,1910,347726
R3,1875,675331
R2,1920,469923
R4,1920,686440
R4,2016,586356
R3,1900,590234
R1,1910,361456
R2,1910,451321
R3,1910,507756
R2,1917,524943
R3,1886,569169
RL,0,160030
R3,1900,676589
R3,1910,463740
R3,1910,552925
R2,1910,614967
R2,1980,863238
R4,1899,746176
R4,1899,715784
R2,1956,584889
R2,1952,605639
R3,1885,556802
R3,1910,499462
R2,1910,452736
R3,1910,636974
R1,1910,287152
R3,1910,493923
R2,1918,449592
R3,1915,1017713
R2,1910,739993
CM,1910,0
CD,1910,273633
CD,1910,289458
CD,1910,378433
R3,1910,705304
R2,1910,625551
R2,1915,560890
RL,0,61832
R2,1915,636975
R1,1915,487740
R2,1915,505241
R1,1915,365333
R2,1950,543808
R1,1905,356635
CM,1905,0
CD,1905,404738
CD,1905,389856
CD,1905,331902
R3,1905,676170
R3,1905,617062
R1,1915,409035
R2,1925,681515
R1,1900,344059
R1,1940,384721
RL,0,1572
C,1920,122220
R3,1900,593168
RL,0,2410
R3,1900,564243
R3,1910,628172
R3,1910,453575
R2,1900,481452
R2,2005,596626
R3,1900,582688
R3,1900,524524
R2,1900,332845
R3,1900,602076
R3,1900,626495
R1,1960,359150
R3,1900,697654
R1,1900,334207
R2,1900,513206
R1,1900,512158
R1,1900,545589
CM,1999,0
CD,1985,371411
CD,1985,338085
R2,1890,459967
R1,1890,438484
R4,1900,754036
R1,1918,405681
R2,1918,751835
R2,1910,520961
R3,1920,686021
R3,1910,652799
R4,1910,715260
R4,1910,777092
R3,1910,645463
R3,1910,700798
R3,1910,651332
R3,1915,531126
R3,1915,522848
RL,0,63614
R3,1915,496124
R3,1915,542655
R1,1910,547476
R3,1890,889438
R1,1900,387655
R3,1900,536157
R2,1890,468142
R2,1890,501154
R1,1900,378223
R1,1900,408825
R1,1900,437016
R1,1900,399184
R3,1890,637499
R3,1890,744185
R2,1960,564872
R2,1900,616539
R3,1899,642005
CM,1910,0
CD,1910,278873
CD,1910,350766
CD,1910,344582
CD,1910,357997
C,1920,369180
RL,0,51876
E,1899,0
E,1899,0
E,0,0
E,0,0
R1,1915,478517
RL,0,1362
R1,1915,428632
R1,1920,413436
E,0,0
R1,1928,466255
R3,1928,634250
R1,1938,285266
R1,1920,337875
E,0,0
E,1899,0
E,1899,0
E,0,0
E,0,0
R3,1915,750787
R1,1936,527249
R3,1930,841335
R2,1956,544855
R3,1935,837038
R1,1950,367744
R2,1910,677952
R2,1910,749320
R2,1920,681724
R3,1920,704885
RL,0,178160
R2,1918,736849
R2,1918,837876
R1,1930,382835
R2,1918,580802
R3,1900,704256
R2,1900,665794
R2,1927,690318
R2,1910,580173
R3,1920,638232
R2,1957,558794
R2,1910,634983
R2,1910,802140
RC,1920,1329008
RC,1920,1329008
R2,1930,719976
RL,0,41815
R2,1915,483757
R3,1885,799310
R3,1915,774158
R3,1918,719976
R3,1910,977680
R3,1915,1097327
RL,0,97988
CM,1915,0
CD,2016,390799
CD,2016,499582
R2,1950,556384
R1,1925,381577
R2,1915,567597
R2,1915,603438
R2,1900,542550
R3,1920,645568
R2,1915,564977
RL,0,93586
R2,1915,636555
R3,1910,716308
R1,1910,528088
R2,1910,590968
E,0,0
RL,0,36470
E,0,0
R2,1925,726474
RL,0,122721
RL,0,123035
R2,1925,844898
CM,1900,0
CD,1900,405681
CD,1900,408196
R2,1925,799205
R4,1899,592644
R2,1925,571160
R2,1925,655629
R2,1925,611508
R3,1925,673527
R3,1925,673527
R2,1920,593692
R2,1925,545484
R2,1935,691576
R1,1915,517922
R1,1915,508490
R2,2016,387341
R2,1955,745443
R1,1955,457767
RL,0,30497
RL,0,29763
RL,0,28820
RL,0,28191
RL,0,27458
RL,0,25886
RL,0,23056
RL,0,25152
RL,0,25257
RL,0,25466
E,0,0
E,0,0
E,0,0
E,0,0
R2,1925,943934
R1,1940,523057
R1,1979,539616
R2,1939,771224
R1,1942,653009
R1,1934,522743
R2,1925,716727
R2,1925,734020
R2,1925,716203
R1,1925,505451
R2,1948,741880
R1,1935,533747
R2,1955,681724
R2,1925,748063
R2,1925,619682
R1,1955,597256
R1,1920,702999
R1,1948,629010
R1,1920,540244
R1,1935,584470
R1,1925,656468
R1,1925,516140
R2,1930,761372
R3,1900,529345
R3,1900,490464
R3,1900,541816
R1,1936,434920
R3,1900,485853
R2,1906,554287
R2,1988,583002
R1,1925,419305
R2,1915,501573
R3,1935,649446
R3,1920,560680
R2,1900,439741
R3,1900,453680
R1,1910,269650
R2,1915,510481
R3,1900,533013
RL,0,77971
R3,1900,533432
CM,1999,0
CM,1999,0
CD,1982,301615
CD,1982,293650
CD,1982,293650
CD,1982,376861
CD,1982,301196
CD,1982,380005
CD,1982,293650
CD,1982,295431
CD,1982,293650
CD,1982,301615
R2,1915,482395
R1,1967,394362
R2,1945,452631
R2,1945,472648
R2,1935,425698
R2,1955,441418
R2,1940,443619
R2,1935,528821
RL,0,168623
R1,1893,360408
R2,1885,665271
R3,1915,646092
R1,1915,437645
CM,1960,0
CD,1960,383883
CD,1960,359674
CD,1960,408510
CD,1960,367534
R3,1909,862399
RL,0,65919
R3,1900,584365
R1,1928,526411
R1,1932,353176
R1,1939,463950
R1,1950,421401
R1,1950,367744
R1,1935,512892
R2,1959,618006
R1,1940,687174
R1,1948,335360
R2,1950,483757
R1,1960,371621
R1,1930,442047
R1,1930,340705
R1,1920,404004
R1,1920,444667
R1,1920,422764
R1,1951,518132
R1,1945,420353
R1,1950,595579
R1,1928,637918
R1,1947,445610
R1,1952,412388
R1,2004,567073
R1,1927,632468
R2,1950,706352
RL,0,42339
RL,0,14462
E,1899,0
E,1899,0
E,1899,0
E,0,0
R1,1948,527249
RL,0,52190
R2,1895,620731
R1,1945,316706
R1,1952,367743
R1,1933,399708
R1,1948,483128
R1,1961,378538
R1,1952,402432
R1,2015,448858
R1,1933,424440
R1,1930,452736
R1,1976,303606
R1,1960,350032
R1,2001,488578
R1,1950,399498
R3,1920,696606
R2,1920,533746
RL,0,138336
R2,1928,631211
R2,1923,551039
R2,1920,581954
R2,1920,631106
R2,1928,528611
R2,1925,637289
R1,1980,447182
R2,1968,540140
R2,1880,564558
R2,1917,555440
R1,1964,395201
R1,1928,386922
R1,1930,480823
R1,1928,512577
R2,1928,521904
E,0,0
E,0,0
R2,1950,658144
R1,1958,511215
R1,1989,546532
R1,1968,363656
R1,1963,669043
R2,1965,564034
R2,1960,434816
R1,1925,264620
RL,0,129218
R1,1952,274261
R1,1951,265459
E,0,0
R1,1962,261790
R1,1960,307588
R3,1965,532594
RL,0,33850
R1,1960,298156
RL,0,33641
RL,0,33641
R1,1955,470762
R1,1952,409978
R1,1951,369630
RL,0,29134
R2,1910,518970
RL,0,128590
R2,1965,585099
R1,1955,376442
R1,2001,413017
R1,1932,450221
R1,1920,391219
R1,1940,336618
R1,1958,436283
R1,1970,376966
R1,1900,432091
A,1970,4234444
R3,1912,689270
R3,1912,659192
R3,1910,793336
R3,1910,713479
R3,1942,595788
R1,1900,282856
R2,1920,596403
CM,1910,0
CD,1910,259380
CD,1910,352233
R2,1915,517188
R3,1920,521380
R3,1915,520961
R3,1920,569798
R3,1920,585203
R1,1979,377280
R1,1915,461959
R2,1915,530603
R1,1950,486901
R1,1900,433558
R1,1900,474116
R1,1952,406205
R2,1940,568436
R2,1920,498429
R1,1900,313772
R1,2013,517188
R1,1900,348460
R1,2013,502307
R2,1915,424126
R2,1925,544855
R1,1928,530184
R2,1925,528612
R2,1925,515826
R2,1925,413332
R1,1928,319745
R1,1950,404214
R1,1952,467618
R1,1962,325404
R1,1955,338714
R1,1944,356216
R2,1955,530812
R1,1950,377804
R1,1955,346574
R4,1950,1078392
E,0,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
EA,1952,0
R2,1900,502778
RL,0,40138
R1,1910,479251
R1,1900,425174
R1,1930,338294
R2,1955,519808
R1,1989,507232
R1,1960,341439
R1,1960,346993
R1,1939,352967
R1,1930,415847
R1,1930,413332
RL,0,23475
R1,1965,407568
R1,1940,398869
R1,1937,444038
R1,1950,431672
R1,1933,544856
R1,1950,338400
R2,1928,567597
R1,1964,408930
R1,1940,369106
R1,1987,534271
R2,1930,459968
CM,1999,0
CD,1900,268079
CD,1900,287676
CD,1900,298575
CD,1900,314505
R1,1926,337875
RL,0,123874
R2,1942,451688
R1,1920,330749
R1,1938,318068
R1,1900,342487
R1,1940,465627
R2,1920,513939
R2,1934,580068
R1,1940,444562
RC,1930,726797
R1,1950,436702
R3,1899,491617
R2,1920,459129
R2,1950,753512
R2,1930,703024
R2,1915,582583
RL,0,135821
R2,1920,613395
R1,1928,423812
R2,1970,595579
R2,1918,544017
RL,0,3458
R2,1930,444038
R1,1900,313352
R1,1989,572942
R1,1980,554602
R2,1999,660240
R3,1900,601971
R1,1980,698073
R1,1940,468037
R2,1982,640748
R1,1950,375394
R1,1950,401384
E,1899,0
R2,1950,587824
R1,1950,453575
R1,1930,436073
R1,1983,436702
R1,1930,424126
R1,1950,631211
R1,1950,424860
R1,1955,387970
RL,0,41606
R2,1940,527040
R1,1960,564558
R1,1930,479041
R1,2010,546637
R1,1940,590548
R1,2010,608260
R1,1930,459024
R1,1930,498953
R1,1935,588452
R1,1948,471705
R1,1940,586776
RL,0,1153
R1,1920,579649
R1,1930,407882
C,1996,1562400
CL,0,167328
R1,1960,310523
R1,1900,422554
R1,1999,502097
R2,1995,719452
CM,1970,0
CD,1970,167470
CD,1970,152694
CD,1970,164431
CD,1970,168518
CD,1970,245337
CD,1970,240306
CD,1970,240411
CD,1970,242822
CD,1970,244603
CD,1970,240306
CD,1970,234123
CD,1970,242822
CD,1970,237581
CD,1970,275939
CD,1970,290820
CD,1970,242822
R3,1960,822680
R1,1955,380320
R1,1960,392267
RL,0,44540
R1,1978,549257
R1,1956,644520
R1,1915,402013
RL,0,49046
R1,1967,326452
R1,1900,402956
R2,1920,490254
R1,1901,455252
R1,1940,512577
C,1935,109031076
RC,1899,959083
R4,1925,822156
R3,1910,454098
R3,1900,496228
R4,1899,560156
R3,1930,506708
R3,1910,605954
RC,1930,509571
RL,0,47894
R3,1900,522009
R2,1920,465208
R3,1900,499372
R3,1983,619263
R3,1983,603438
R2,1991,710439
RL,0,14253
RL,0,14253
RL,0,14253
RL,0,14253
RL,0,14253
R3,1900,495914
R3,1900,492980
R3,1900,494342
R3,1900,454413
R3,1900,517083
RL,0,41082
RL,0,40767
RL,0,97569
R3,1900,526725
R3,1900,550410
CM,2015,0
CD,2016,620626
CD,2016,610670
CD,2016,591072
CD,2016,610670
CD,2016,591072
CD,2016,653638
CD,2016,632154
R1,1900,283798
R3,1900,420038
RL,0,25676
RL,0,25781
R3,1900,610984
R3,1900,596102
R2,1900,441522
R2,1900,444981
R2,1900,404843
R2,1850,817440
R2,1850,563824
R3,1898,584994
R2,1850,457976
R1,1852,523057
R3,1900,622093
R4,1900,600504
R3,1899,669148
R3,1900,586566
R3,1900,461644
R2,1900,488368
R3,1900,765669
R3,1900,765145
R3,1900,614443
R2,1900,476211
R3,1900,1072312
R3,1900,1072312
R3,1900,485538
R3,1900,565082
R3,1900,561938
RC,1920,637477
R2,1900,431462
R1,1900,304968
RC,1920,696652
R3,1910,553030
RC,1899,633358
RC,1930,542197
CM,1900,0
CD,1900,188535
CD,1900,199225
CD,1900,192203
CD,1900,203731
CD,1900,193251
CD,1900,194823
CD,1900,204779
CD,1900,195871
CD,1900,191889
C,1960,664020
R3,1910,707924
R3,1910,654686
CM,1999,0
CD,1900,219766
CD,1900,227521
CD,1900,222071
CD,1900,153846
CD,1900,236010
R1,1900,398345
R2,1900,476002
R2,1900,450221
RC,1920,822862
RC,1915,822862
R4,1875,572208
E,1902,0
R3,1875,619578
R3,1850,601343
R3,1850,606582
E,1920,0
R3,1900,542340
R3,1900,512577
R3,1900,526411
R3,1880,601238
R1,1880,378224
R2,1875,448125
R3,1875,548418
R2,1875,426327
R2,1875,390590
R1,1875,301720
CM,1999,0
A,,125325
A,,133526
A,,146853
A,,110717
RC,1925,612171
CM,1910,0
CD,1910,194823
CD,1910,214107
CD,1910,273633
CD,1910,299624
CM,1994,0
CC,0,609840
CD,1920,184343
CD,1920,193461
R3,1890,531022
R3,1900,514568
R3,1880,773634
RC,1910,1262497
R4,1900,672816
R3,1880,488892
R3,1910,628276
R3,1910,651227
R3,1885,650179
R3,1900,630582
R2,1850,614757
R3,1850,537310
R2,1900,350766
R3,1900,632258
R2,2006,476840
RL,0,17292
RL,0,17502
R3,1899,485119
R3,1910,490464
R3,1880,510586
R3,1880,539510
R3,1910,466150
R3,1880,526620
R3,1899,541082
R1,1900,384616
R3,1900,604277
R2,1900,458186
R3,1907,502307
R3,1900,527354
R1,1925,331063
R3,1910,641586
R3,1910,623560
R3,1910,583003
R3,1900,515406
RL,0,31126
R3,2005,672292
R2,1910,436492
R2,1910,451583
R3,1900,588138
R3,1905,364390
RC,1905,491458
R3,1880,646092
R3,1910,462378
R2,1910,440684
R4,1900,640328
R3,1900,522311
R3,1900,441523
R2,1900,395096
R2,1900,365228
R3,1880,456823
R3,1900,486168
R3,1900,480822
R3,1880,497066
R1,1984,272270
R1,1984,267554
R1,1984,259485
R1,1984,312514
R1,1880,261476
RL,0,11947
R3,1880,503082
R1,1911,286838
R1,1880,356949
R1,1880,263362
R2,1880,340810
R1,1880,286838
RL,0,32698
R2,1900,447392
CM,1850,0
CD,1850,363761
CD,1850,363761
R2,1910,378957
R1,1880,315134
R1,1880,372984
R1,1880,294803
R1,1900,313038
R3,1880,351709
R3,1880,363761
CM,1999,0
CD,1920,201950
CD,1920,176274
CD,1920,206980
CD,1920,237896
CD,1920,226997
CD,1920,220394
CD,1920,228359
CD,1920,222071
CM,1999,0
CD,1900,185810
CD,1900,237058
CD,1900,268917
CD,1900,313457
CM,1999,0
CD,1900,240726
CD,1900,247852
CD,1900,301300
CM,1900,0
CD,1900,246699
CD,1900,265458
CD,1900,280340
RC,1920,760744
R3,1900,564243
R3,1900,594216
R4,1910,735696
R3,1900,520332
R3,1880,466465
R2,1900,365228
RC,1920,1907186
R3,1880,559947
R1,1880,231189
R3,1900,546532
R2,1880,437121
R3,1880,546218
R3,1880,497800
R3,1880,503774
R2,1875,344163
R2,1875,461540
R2,1850,352862
R2,1850,449278
R3,1900,507651
R1,1880,370461
R3,1880,522324
R2,1880,393855
R2,1880,457557
R1,1880,292078
R1,1899,281598
A,1910,961016
R2,1873,489416
R3,1880,648855
R2,1880,571160
R3,1880,532384
R3,1899,528402
R3,1880,479879
R2,1899,480613
R1,1880,350032
R1,1920,306121
R3,1880,551667
R1,1890,310627
R1,1870,425174
R2,1890,466884
R1,1890,364180
RC,1900,857619
R1,1900,368058
R2,1880,398660
R2,1880,396878
R1,1880,493294
R1,1880,402642
R1,1899,365333
R2,1880,430309
R3,1880,502154
R3,1890,502154
R3,1880,577972
R2,1900,464684
R2,1900,435444
R3,1910,467303
R3,1900,564767
R3,1900,707924
R1,1860,277301
R3,1880,489626
R3,1880,600714
R3,1880,562252
R3,1880,663698
R3,1900,579963
R3,1920,543493
R1,1900,257808
R1,1900,334732
R2,1901,387865
R2,1880,431252
R1,1900,295117
R2,1880,440684
R3,1880,556383
CM,1880,0
CD,1880,295117
CD,1880,246384
CD,1880,212325
R2,1880,500001
R2,1880,411131
R2,1940,404109
R1,1880,237058
R3,1873,573256
R1,1880,265039
R1,1880,443409
R3,1880,484910
R3,1880,569378
R3,1869,592120
R3,1880,619682
R3,1880,470971
R3,1880,433558
R3,1880,485539
R3,1912,464054
R3,1900,453155
R1,1870,298575
R1,1880,266401
R2,1880,463950
R1,1880,246490
R3,1870,542969
R2,1880,528192
CM,1870,0
CD,2015,410502
CD,2015,441208
CD,2015,452317
R3,1870,489626
R1,1880,317020
R2,1880,479565
R2,1880,400546
R3,1900,635612
R3,1900,706143
R2,1880,405262
R1,1922,322364
R2,1870,525572
R2,1900,517398
R3,1880,575667
R3,1850,447496
R4,1850,662860
R1,1880,351709
R1,1880,363866
R2,1902,532908
R3,1880,567597
RL,0,12157
R1,1870,283589
R4,1920,662336
CM,1899,0
CD,1899,1379378
CD,1899,536891
R1,1880,293859
R1,1880,343011
R1,1880,288410
R2,1880,375604
R3,1900,532279
R1,1900,347832
A,1899,2983132
R2,1880,417524
R1,1880,367324
R3,1880,512472
R2,1875,345526
R3,1900,619787
R2,1880,445924
CM,1880,0
CD,1880,290506
CD,1880,292182
CD,1880,270384
CM,1880,0
CD,2016,483338
CD,2016,516769
R2,1880,523895
R3,1835,730351
R3,1900,558270
R3,1920,575143
R3,1900,503355
R2,1900,416266
R1,1900,360408
C,1940,486360
R1,1880,298052
R1,1884,271013
R1,1900,387446
R3,1880,634460
R4,1900,627228
R3,1900,474011
