LU,YR_BUILT,GROSS_TAX
R2,1900,846365
R4,1899,1893212
R2,1890,910503
R2,1900,998534
CM,1900,0
CD,1900,495390
CD,1900,566759
R4,1925,858312
R1,1885,623560
R1,1855,500944
R1,1997,619368
R1,1900,524000
R1,1905,509852
R2,1901,730247
R4,1920,821108
R2,1905,899604
R3,1915,990780
R3,1915,1130687
R3,1920,1088558
R3,1920,951689
A,1965,2731088
R1,1930,671349
R2,1925,770700
R2,1900,778140
CM,1920,0
CD,1920,457243
CD,1920,461330
CD,1920,491093
R3,1910,1106269
R2,1840,978728
R2,1925,832741
RL,0,18235
R1,1952,476212
R2,1935,887866
R1,1970,547161
RL,0,32698
R2,1923,703103
R1,1935,588662
R3,1923,875918
R2,1930,630791
R2,1910,809894
R2,1925,888704
R2,1925,905996
R1,1910,505660
R1,1915,629492
R1,1930,707505
R1,1910,665900
R1,1914,737268
R1,1900,699331
R1,1930,603439
R1,1930,522638
R1,1938,544227
R1,1920,397402
R1,1903,743661
R1,1890,563510
R1,1890,692833
RL,0,27458
R1,1920,484281
RL,0,12262
R1,1890,546847
R2,1892,783485
R2,1900,804759
R2,1890,762211
R1,1860,677637
CM,1899,0
CD,1899,732343
CD,1899,934292
R2,1890,1013731
R1,1890,597256
R2,1890,714107
R1,1890,585518
R2,1920,745757
R2,1920,790926
R2,1920,808113
R2,1920,742194
R2,1920,746281
CM,1920,0
CD,1920,503774
CD,1920,626285
R2,1920,821527
R2,1900,821527
R2,1890,798052
R2,1926,818278
R2,1926,821842
R2,1926,848147
R2,1926,804969
R2,1927,844898
R2,1927,744290
R2,1925,696292
R2,1927,837038
R2,1927,865124
R2,1927,686754
R2,1927,731399
R2,1927,684973
R2,1900,730456
R2,1887,818384
R3,1900,825719
R1,1880,546218
R2,1900,628381
R4,1900,786000
R3,1900,871098
R3,1890,826138
R2,1890,914171
R3,1890,876611
R3,1890,876611
R3,1940,982081
R2,1878,856740
R2,1890,787677
R1,1885,554602
R1,1890,579440
R1,1900,552296
R1,1930,481766
R1,1930,564453
R1,1930,577451
R1,1900,513940
R1,1900,575143
R1,1900,564244
R1,1970,567597
R1,1920,527459
R1,1950,658878
R1,1915,626390
R2,1922,768394
R2,1935,776673
R2,1935,1015302
R2,1935,682248
R2,1935,811676
R2,1935,744814
R2,1928,721234
R1,1935,453260
R1,1935,595106
R2,1920,696920
R2,1925,808637
R2,1925,818384
R2,1935,771957
R2,1935,756761
R2,1920,801930
R2,1935,815030
CM,1935,0
CD,1935,408720
CD,1935,503837
R2,1935,720290
RL,0,20017
R2,1935,644835
R2,1935,708553
R2,1935,679838
R2,1890,1098434
R1,1900,744080
R1,1937,473172
R1,1945,449278
R1,1935,568016
R1,1945,501154
R1,1930,502831
R1,1937,690004
R2,1925,721444
R2,1935,816078
R2,1935,750473
R4,1930,942676
R1,1935,557850
R2,1925,962483
R2,1925,850976
R2,1925,821318
R2,1925,853911
R2,1928,894573
R2,1925,793860
R1,1935,546323
R1,1937,545589
R1,1940,493189
R1,1935,625237
R1,1935,532489
R1,1925,502726
R1,1935,551877
R2,1925,743766
R2,1935,665480
R2,1920,812724
R2,1914,841964
R2,1930,848042
R2,1927,745862
R2,1929,776359
R2,1930,703942
R3,1930,969610
R2,1930,793860
R2,1930,810628
R2,1930,907988
R2,1930,744500
R2,1930,692623
R2,1925,788516
R2,1928,743766
R2,1930,863972
R2,1920,927900
R2,1920,823728
R2,1920,780341
R1,1925,502097
R1,1925,517712
R1,1925,553449
R1,1935,578077
R2,1930,841649
R2,1921,765145
R2,1930,1044122
R2,1920,866801
R1,1930,322470
R1,1930,479565
R1,1930,580383
R1,1920,608888
R1,1940,539511
R1,1930,574933
R1,1930,524524
C,1930,2170980
R2,1920,762316
R1,1920,468352
R2,1930,737478
R2,1930,807170
R2,1930,805284
R2,1930,1024839
RL,0,1467
R1,1925,498115
R1,1930,520961
R1,1920,499058
R3,1930,999792
R2,1914,630896
R2,1930,702579
R2,1930,861876
R3,1930,986168
R2,1930,690003
R2,1930,749740
R2,1930,824567
R2,1930,701007
R2,1914,720291
R2,1930,785896
R2,1930,794698
R2,1930,752988
R2,1930,829492
R2,1927,773670
R2,1930,924441
R2,1920,870784
R2,1914,847518
R1,1930,504927
R1,1925,525468
R1,1950,469400
R2,1925,705618
E,1925,0
R4,0,267240
R2,1920,767660
R2,1915,1015093
R2,1930,785790
R2,1930,815554
R2,1930,945925
R2,1920,795432
RL,0,69063
R2,1920,824567
R1,1920,560261
R1,1920,508490
R1,1920,511424
R2,1989,727941
R2,1920,797423
C,1930,10166940
C,1950,1283940
R4,1910,1008700
R4,1899,995600
R2,1900,1106374
R1,1850,684973
R1,1910,578706
R2,1910,1042865
R2,1925,1046638
R1,1910,981138
R3,1910,1093169
R2,1900,1273006
R1,1920,962274
R3,1920,1336934
RL,0,51876
R1,1910,1074095
CL,0,918288
C,1980,7102620
C,1976,7102620
RL,0,47474
R2,1925,778559
R2,1925,714736
R2,1925,732342
R2,1905,704780
R2,1925,715155
R2,1925,702370
R2,1925,824147
R2,1925,698702
R2,1925,789668
R2,1925,856740
R2,1925,856740
R2,1925,826138
R2,1925,698806
CM,1925,0
CD,1925,533852
CD,1925,662546
R2,1925,869316
R2,1925,858207
R1,1920,582584
CM,1999,0
CD,1917,382625
CD,1917,495076
R1,1925,515406
R1,1925,524944
R1,1925,475164
R1,1925,627648
R1,1925,542445
R1,1925,506604
R1,1925,505032
R1,1925,507756
R2,1925,711068
R2,1926,717147
R2,1935,730352
R2,1935,724378
CM,1935,0
CD,1933,521485
CD,1933,487320
R2,1925,770699
R2,1935,559381
RL,0,2201
R1,1915,561728
R2,1925,674702
R2,1925,671664
R2,1925,705409
R2,1925,677428
R2,1925,884932
R2,1925,679838
R2,1925,802768
R2,1960,831484
R2,1914,804131
R2,1920,865543
R2,1955,779293
R2,1916,763678
R1,1915,480823
R1,1915,584260
R1,1915,554497
CM,2003,0
CD,2003,619054
CD,2003,619054
CM,1999,0
CD,1997,566025
CD,1997,566025
CM,1885,0
CD,1885,621360
CD,1885,707820
CM,1999,0
CD,1997,749110
CD,1997,751102
R3,1910,937332
R2,1910,772376
R2,1910,782123
R3,1910,950746
C,1940,2800980
R3,1910,1104068
R3,1910,841754
R3,1910,853491
R3,1916,907778
RL,0,30811
R1,1925,572313
R2,1925,697654
R3,1925,886746
R1,1925,572313
R2,1925,866696
R2,1925,760324
R2,1925,950326
R2,1925,756552
R2,1925,787468
R2,1925,788410
R2,1905,738631
R1,1945,455356
R2,1960,698597
R2,1960,728890
R1,1953,460911
R1,1953,465731
R2,1925,704780
R2,1925,780970
RL,0,36261
R1,1930,584994
R2,1940,810209
R2,1925,829073
R2,1917,850348
R1,1930,505136
R1,1920,493713
R1,1929,516664
RL,0,33536
R1,1928,497905
E,0,0
R1,1928,411550
R1,1950,428004
RL,0,33955
R1,1929,547476
R1,1929,653638
R1,1929,490360
R1,1929,588557
RL,0,34689
R1,1988,858103
R1,2003,823560
RL,0,33326
R1,1925,521276
R1,1920,551353
R2,1925,1048000
R2,1925,836618
R2,1925,717356
R2,1925,721758
R2,1950,823623
R2,1925,721339
R2,1925,712116
R2,1925,724797
R2,1914,819851
R2,1935,768708
R2,1938,896145
RL,0,25886
R2,1938,703313
R2,1920,824462
R2,1936,861142
R1,1949,516350
R1,1950,799519
R1,1938,559737
R1,1938,510062
RL,0,26934
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CM,1999,0
CD,1999,1649133
CD,1999,1614654
CD,1999,1488580
CD,1999,1680363
CD,1999,1284953
CD,1999,1330856
CD,1999,1308324
CD,1999,1581432
CD,2000,1372252
CD,2000,1583738
R1,1950,453680
R1,1954,530812
R1,1954,600504
R1,1954,574724
R1,1954,502516
R1,1954,565187
R1,1954,545904
R1,1954,475373
R1,1954,486167
R1,1955,556069
R1,1954,567178
R1,1950,583946
R1,1954,556698
R1,1954,613919
R1,1955,477260
R1,1955,564244
R1,1955,453470
R1,1955,543598
R1,1955,570426
R1,1955,542445
R1,1955,534166
R1,1955,468561
R1,1955,567492
R1,1955,534690
R1,1955,543388
R1,1955,527354
R1,1955,675646
R1,1955,702580
R1,1955,560680
R1,1955,533852
R1,1955,520752
R1,1955,489312
R1,1955,559842
R1,1955,560261
R1,1955,496018
R1,1955,601552
R1,1955,508385
R1,1955,548524
R1,1955,488892
R1,1955,625656
R1,1955,673760
R1,2014,875919
R1,1955,514673
R1,1955,586775
R1,1955,574724
R1,1955,608155
R1,1925,509328
RL,0,34374
R1,1928,464055
R1,1920,597675
R1,1925,569378
R1,1920,644625
R1,1989,764726
R1,1925,342906
R1,1930,577972
RL,0,42758
R2,1930,770280
R1,1930,436388
R1,1984,588976
R2,1930,746490
R2,1930,702894
CM,1930,0
CD,1930,417104
CD,1930,337247
R1,1950,449488
R1,1990,818069
R1,1925,614652
R1,1987,624294
R1,1925,655560
R1,1930,562986
R1,1932,470552
R2,1930,849509
R2,1930,517503
R2,1930,725006
R2,1930,804445
R2,1930,807275
R1,1929,553030
R1,1929,540349
R1,1929,534480
R1,1929,526201
R1,1930,490674
R2,1920,866591
RL,0,35632
R1,1930,522743
R1,1929,594007
RL,0,36890
R1,1930,568855
R1,1910,514254
R1,1928,530708
R1,1935,499582
R2,1927,1116434
RL,0,38042
R2,1930,718823
R2,1920,815554
R2,1930,814506
R2,1930,872146
R2,1930,744499
R2,1930,717566
R2,1930,993410
R1,1930,517398
R1,1945,529974
R1,1930,610565
R1,1940,529869
R2,1914,787362
R1,1925,435759
R1,1920,483128
E,1925,0
R2,1926,833370
R2,1928,788515
R1,1921,450536
R1,1930,538882
R2,1930,727732
R2,1925,933768
R2,2016,770385
R2,1920,704990
R2,1955,737058
R1,1955,601133
R2,1930,714631
R2,1930,722177
R2,1930,764412
R2,1930,691366
R2,1930,681934
R2,1930,856426
R1,1930,499372
R2,1920,727522
R2,1930,710649
R2,1930,762211
R2,1930,837038
R2,1930,744709
R2,1930,833579
R2,1930,752360
R2,1930,826034
R1,1955,489730
R1,1955,509747
R3,1890,1202895
CM,1920,0
CD,1920,551143
CD,1920,551144
CD,1920,551143
A,1965,4786740
R3,1930,931253
R3,1900,860104
R3,1930,913751
RL,0,50514
R2,1930,758857
R2,1925,995286
R1,1925,571056
R2,1960,669148
R3,1925,854015
R2,1925,760743
R2,1925,692099
R2,1925,749739
R2,1930,797004
R2,1925,763992
R3,1930,956614
R3,1925,984491
R3,1925,1132888
R2,1940,751521
R2,1930,827711
R2,1930,860723
R2,1920,805179
R2,1920,823728
R2,1920,806646
R2,1920,955357
R2,1920,815135
R2,1920,822994
R2,1920,812200
R2,1930,910817
R2,1920,733391
R2,1920,735906
CM,1920,0
CD,1920,438798
CD,1920,439426
CD,1920,430204
R3,1920,953994
R3,1920,949802
RL,0,3878
R3,1915,977260
RL,0,1362
R2,1930,854435
R2,1925,859989
R2,1930,917000
R2,1925,839029
R1,1925,785581
R2,1925,890800
R2,1920,895726
R2,1897,911710
RC,1899,31373288
RC,1899,31373288
R2,1920,732867
R2,1940,825090
R2,1920,794280
R2,1920,803712
R2,1920,758543
R1,1950,424336
R1,1950,527564
R1,1935,400965
RL,0,30811
R2,1930,739364
R1,1910,530288
RL,0,38671
R1,2008,748167
R1,1930,494656
R2,1930,1018552
R2,1930,779188
R2,1930,886922
R2,1930,787887
R2,1911,809999
R2,1920,926956
R2,1930,761477
RL,0,46322
R3,1920,955357
R1,1914,675122
R1,1929,618216
R2,1926,805493
R2,1925,776568
R1,1910,602915
R1,1927,673235
R1,1927,726160
R1,1928,639385
R1,1929,647245
R1,1926,551458
R1,1915,658459
R2,1924,1077449
R1,1948,682353
R1,1932,567807
R2,1939,915428
R2,1930,836724
R1,1925,745757
R1,1925,721444
R2,1925,705095
R1,1927,570008
R2,1930,766612
R1,1920,604487
R1,1928,508804
R1,1924,498220
R1,1924,458291
R3,1930,839553
R1,1930,516979
R2,1930,685497
R1,1930,472229
R2,1928,732343
R1,1925,484910
R2,1925,750542
R2,1925,770385
R1,1965,593378
R2,1918,968771
R1,1920,560680
RL,0,80906
R3,1915,944248
R2,1920,749844
R2,1920,703942
R2,1920,735277
R2,1912,609936
R2,1920,692728
R2,1920,743346
CM,1920,0
CD,1920,431986
CD,1920,577658
R2,1890,757704
R2,1920,724692
CM,1920,0
CD,1920,361875
CD,1920,353910
R2,1920,759046
R2,1911,709601
R1,1960,506289
R1,1960,512682
R1,1960,498953
R1,1960,508071
R1,1960,596208
R1,1960,518970
R1,1960,508071
R1,1960,561728
R1,1963,545484
R1,1960,636660
R1,1982,498744
R1,1960,456509
R1,1960,566130
C,1950,2325708
C,1920,4014360
C,1954,2027340
C,1930,1466892
C,1965,2365020
CM,1925,0
CD,1925,306855
CD,1925,380005
CD,1925,403061
CC,0,816480
CD,1925,301195
CD,1925,386712
CD,1925,379271
CC,0,631260
CD,1925,312618
CD,1925,376022
CD,1925,378328
CC,0,299880
A,1984,3150812
R2,1900,715155
CM,1915,0
CD,1915,462168
CD,1915,458919
CD,1915,458081
R3,1915,844374
R3,1915,813877
R3,1915,885036
RC,1910,1277968
RC,1910,1277968
RC,1910,1277968
R1,1960,501888
RL,0,1258
R1,1920,534480
R2,1920,709496
R1,1950,466151
R1,1951,453680
R1,1950,377280
R2,1920,675856
R2,1920,706142
R2,1920,766193
R2,1920,669358
R2,1920,718300
R2,1945,674388
R2,1920,735068
R2,1920,739888
R2,1920,716728
R2,1920,834374
R2,1920,719976
R2,1910,922030
R2,1920,696396
R2,1920,875290
R2,1910,1071056
R1,1920,540559
C,1977,2831220
R1,1904,596941
R2,1910,810523
CM,1920,0
CM,1915,0
CD,1920,743452
CD,1920,471286
R1,1910,527878
R2,1910,637079
R1,1910,302348
R2,1925,566234
R2,1900,557012
R2,1915,1013940
CM,1999,0
CD,1915,510062
CD,1915,510062
R1,1883,655000
R3,1910,952291
R3,1900,952291
R1,1865,439636
R2,1900,898136
R3,1910,692938
R1,1900,271537
R2,1900,606687
R2,1915,733496
R2,1915,676589
C,1950,3468533
C,2000,6015366
C,1965,2491464
CL,0,1512816
RL,0,507424
E,1899,0
E,1899,0
I,,674100
R4,1960,846068
R4,1920,907044
R4,1950,899708
R2,1900,1047896
R2,1961,638546
R1,1975,695348
R3,1989,1115910
R2,1900,1109308
E,1899,0
R1,1900,464160
R3,1900,904739
A,1899,2549784
R3,1910,945611
R2,1927,843745
R4,1910,1235068
R1,1900,559213
R1,1935,672733
R2,1925,945506
R2,1920,666423
RL,0,35422
R3,2014,1504718
R2,1992,917629
R2,1900,746700
R1,1910,527668
R2,1886,526725
R1,1915,498764
R1,1910,496857
R1,1910,540454
R1,1910,373507
R1,1886,395934
R1,1900,508595
R1,1930,565292
R3,1900,765040
R2,1900,782227
R1,1880,603941
CM,2006,0
CD,2006,678894
CD,2006,716204
CD,2006,906730
CD,2006,688222
CD,2006,713269
R2,1930,847727
CL,0,29232
CL,0,1217409
CL,0,4903794
E,1930,0
A,1950,3541192
R3,1910,810419
R2,1910,866801
R3,1920,931986
R3,1910,803816
RC,1930,1535033
RC,1910,2035721
R2,1845,1156678
R2,1910,1016560
RC,1899,2637477
C,1925,5438160
R2,1900,900652
R2,1899,789249
CL,0,773746
CL,0,447134
C,1899,1231020
C,1899,1514520
RC,1903,4724032
C,1950,718598
CL,0,726841
CL,0,176523
R4,1920,898136
CL,0,190260
C,1940,1222200
CL,0,380268
R1,2008,812515
R1,1920,666424
R4,1900,1064244
R1,1958,486901
RL,0,210
R1,2009,768918
R1,2009,811572
R1,2009,763678
RL,0,61203
RL,0,1677
RL,0,629
R1,1958,558165
R1,1958,406520
R1,1958,584156
R1,1950,551458
R2,1950,975583
R2,1915,990360
R2,1900,919515
CM,1920,0
CD,1920,567073
CD,1920,567073
R3,1920,726893
R1,1920,950117
R2,1915,996963
CM,1905,0
CM,1905,0
CD,1905,499896
CD,1905,495704
CD,1905,496124
CD,1905,486168
CD,1905,496228
CD,1905,495076
CD,1905,496228
CD,1905,485329
CD,2006,510062
CD,2006,503355
CD,2006,502726
CD,2006,451374
R2,1950,606897
R2,1950,589814
R2,1950,654581
RL,0,13519
R1,1962,634040
RL,0,32593
R2,1953,705514
R2,1950,829702
R2,1948,709811
R2,1900,838610
R1,1986,695872
R1,1962,424860
R1,1962,447287
R1,1962,469819
R1,1962,639804
R1,1962,556593
R1,1962,493608
R1,1962,506184
R2,1962,688117
R1,1962,645568
CM,1875,0
CD,1875,622722
CD,1875,569484
R2,1880,1001679
R1,1901,857683
R1,1900,601238
CM,2015,0
CD,2016,751102
CD,2016,751102
R2,2015,984072
R1,1910,632783
R1,1850,598932
R1,1854,996648
E,0,0
E,0,0
E,0,0
R3,1900,1106479
R1,1877,1099562
R2,1878,1054184
R1,1910,590548
R1,1931,615176
R1,1900,1505767
R1,1910,1068541
CM,1924,0
CD,1924,598723
CD,1924,265039
CD,1924,653533
CD,1924,396144
CD,1924,525991
CD,1924,596102
CD,1924,522009
CD,1924,535423
CD,1924,534271
CD,1924,724587
CD,1924,445086
CD,1924,543598
CD,1924,530288
CD,1924,459548
CD,1924,486692
CD,1924,592958
CD,1924,625866
CD,1924,612766
CD,1924,592749
CD,1924,631630
CD,1924,594950
CD,1924,679733
CD,1924,595160
CD,1924,493398
CD,1924,510167
CD,1924,576191
CD,1924,599352
CD,1924,527878
CD,1924,544226
CD,1924,526725
CD,1924,721024
CD,1924,464683
CD,1924,553239
CD,1924,532279
CD,1924,426851
CD,1924,506499
CD,1924,630058
CD,1924,635507
CD,1924,589814
CD,1924,625866
CD,1924,617062
CD,1924,606373
CD,1924,667471
CD,1924,599561
CD,1924,504298
CD,1924,494447
CD,1924,591806
R2,1926,1031009
R2,1926,1074305
R2,1926,1093274
R2,1947,1205305
R2,1926,975060
R2,1926,1057013
R2,1926,1059633
R2,1940,987530
R2,1926,1180572
E,1899,0
R2,1915,1303293
R2,1915,951270
R1,1885,625028
R1,1910,776359
R1,1950,504612
R1,1950,544122
RL,0,23685
E,0,0
E,0,0
E,2009,0
R3,1920,971601
R2,1926,1051878
R2,1926,1226265
R2,1920,891219
R2,1930,1311153
R2,1920,1116644
R2,1940,926013
R2,1920,996229
R2,1944,958996
R1,1920,692519
R1,1920,702475
R1,1920,653428
R1,1920,601343
R1,1920,658668
R1,1920,634145
R1,1920,573256
R1,1920,591596
R1,1933,607002
R1,1920,603438
R1,1920,570217
RL,0,1153
R1,1920,603753
R1,1920,559842
R1,1930,593692
R1,1920,587719
R1,1920,605011
R1,1920,586985
R1,1920,596417
R1,1920,723435
R1,1920,721863
E,1899,0
R3,1910,1455462
R4,1920,1538988
R4,1920,1363972
R4,1920,1241356
R4,1920,1431568
R1,1920,700693
R1,1920,715155
R2,1905,2077765
R3,1920,1361457
R1,1958,580487
R2,1920,1238705
R2,1920,1253303
R2,1920,1281494
R2,1931,1132469
R2,1920,1049362
R2,1920,1074934
R2,2015,1134565
R2,1920,934188
CM,1999,0
E,0,0
CD,1920,569693
CD,1920,598408
R2,1925,922554
R2,1920,1220292
R2,1920,1208554
R2,1920,1092540
R2,1910,1127439
R2,1920,934921
R2,1920,1069904
R2,1920,1032280
R2,1920,1019180
R2,1920,1131945
R2,1915,1030708
R2,1915,884198
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
A,1945,7229104
R2,1926,910188
R2,1935,948021
R2,1935,1235907
R2,1926,906834
R2,1926,970553
R2,1926,1075668
R2,1920,1159088
R2,1920,1075667
R2,1900,1063720
R2,1930,1078602
R2,1926,1010587
R2,1926,992037
R2,1930,1007128
R2,1942,1025888
R3,1926,1195349
R3,1920,1137080
R2,1926,1161080
R2,1920,1087091
R2,1940,1009014
R2,1920,931882
R2,1940,952213
R2,1944,1236745
R2,1926,1056070
R2,1920,1492457
R2,1920,1143578
R2,1920,1081012
R2,1920,984492
R2,1920,1069903
R2,1939,1220606
R2,1926,1118530
R2,1926,1099876
E,1910,0
R2,1926,1062358
R2,1930,954309
E,1933,0
R2,1933,1184869
R2,1922,1265879
R1,1920,526201
R2,1920,1110985
R2,1941,1058795
R2,1930,1176380
R2,1920,1101239
R2,1920,1086043
CM,1999,0
CD,1933,656048
CD,1933,464998
R2,1920,1133936
CM,1999,0
CD,1930,485644
CD,1930,491617
CD,1930,468037
CD,1930,465312
CD,1930,517712
CD,1970,523581
CD,1930,267869
CD,1930,299100
CD,1930,314924
CD,1930,321422
CD,1930,314924
CD,1930,352862
CD,1920,323518
CM,1999,0
CD,1930,361665
CD,1930,243136
CD,1930,341543
CD,1930,319326
CD,1930,338714
CD,1930,323623
CD,1930,371935
CD,1930,332845
CD,1983,365542
CD,1930,337456
CD,1930,416475
CD,1930,334522
CD,1930,347202
CD,1930,323622
CM,1999,0
CD,1930,315972
CD,1930,334522
CD,1930,363132
CD,1930,341648
CD,1930,420772
CD,1930,334522
CD,1930,363132
CM,1999,0
CD,1925,512472
CD,1925,621464
CD,1925,612452
A,1940,4512164
A,1920,4612248
CM,1999,0
CD,1930,287362
CD,1930,304234
CD,1930,310103
CD,1930,328443
CD,1930,336408
CD,1930,331378
CD,1930,314924
CD,1930,253302
CD,1930,321422
CD,1930,310104
CD,1930,328443
CD,1930,314924
CD,1930,328444
CD,1930,314924
R3,1920,1562882
CM,1999,0
CD,1925,212220
CD,1925,237058
CD,1925,280550
CD,1925,292287
CD,1925,275205
CD,1925,280026
CD,1925,292916
CD,1925,382730
CD,1925,344478
CD,1925,292287
CD,1925,270279
CD,1925,295431
CD,1925,261581
CD,1925,382730
CD,1925,344478
CD,1925,292287
CD,1925,275205
CD,1925,280026
CD,1925,261581
CD,1925,382730
CD,1925,344478
CD,1925,267450
CD,1925,275205
CD,1925,280026
CD,1925,261581
CD,1925,382730
CD,1925,344478
CD,1925,292287
CD,1925,275205
CD,1925,280026
CD,1925,261581
CD,1925,434920
CD,1925,388598
CD,1925,326662
CD,1925,306540
CD,1925,312514
CD,1925,289772
CD,1925,244184
CD,1925,289667
CD,1925,217460
CD,1925,331692
CD,1925,325404
CD,1925,219661
CD,1925,294278
CD,1925,296060
CD,1925,217460
CD,1925,331692
CD,1925,325404
CD,1925,209286
CD,1925,327500
CD,1920,296060
CD,1925,217460
CD,1925,332635
CD,1925,325404
CD,1925,219661
CD,1925,294279
CD,1925,296060
CD,1925,217460
CD,1925,331692
CD,1925,325404
CD,1925,236953
CD,1925,294278
CD,1925,296060
CD,1925,217460
CD,1925,331692
CD,1925,325404
CD,1925,219661
CD,1925,327605
CD,1925,331273
CD,1925,239154
CD,1925,374555
CD,1925,366800
CD,1925,239678
CD,1925,299414
CD,1925,343430
CD,1925,265249
CD,1925,275834
CD,1925,312828
CD,1925,284846
CD,1925,340600
CD,1925,379795
CD,1925,265249
CD,1925,275834
CD,1925,273318
CD,1925,284846
CD,1925,334417
CD,1925,379795
CD,1925,265249
CD,1925,275834
CD,1925,273318
CD,1925,284846
CD,1925,334417
CD,1925,379795
CD,1925,265249
CD,1925,275833
CD,1925,302768
CD,1925,284846
CD,1925,334417
CD,1925,379795
CD,1925,265249
CD,1925,275834
CD,1925,272480
CD,1925,284846
CD,1925,376337
CD,1925,521799
CD,1925,313352
CD,1925,306435
CD,1925,303291
CD,1925,317649
R3,1924,2208136
R3,1920,2297426
R4,1920,1577764
R4,1920,1577764
CM,1920,0
CD,1920,675436
CD,1920,676589
CD,1920,699645
CD,1920,719976
CM,1920,0
CD,1920,373612
CD,1920,485014
CD,1920,465417
CD,1920,490988
CD,1920,483862
CD,1920,514568
CD,1920,498953
CD,1920,551667
